SUBJECT,COURSE_NUMBER,COURSE_SECTION_NUMBER,TITLE,CAMPUS,AUDIT,A,A_GF,B,B_GF,B+,B+_GF,C,C_GF,C+,C+_GF,D,D_GF,D+,D+_GF,F,F_GF,FN,Incomplete,IP,No Grade,NR,S,T,U,UN,W,WF,Num Grades Posted
BIOL,243L,E03,Human Anat & Physiology Lab,COL,0,7,0,8,0,3,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,243L,E04,Human Anat & Physiology Lab,COL,0,15,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23
BIOL,243L,E05,Human Anat & Physiology Lab,COL,0,13,0,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,243L,E06,Human Anat & Physiology Lab,COL,0,11,0,2,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,243L,Z1A,Human Anat & Physiology Lab,COL,0,5,0,2,0,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
BIOL,244,001,Human Anatomy & Physiology II,COL,0,33,0,15,0,29,0,7,0,9,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,98
BIOL,244,E01,Human Anatomy & Physiology II,COL,0,9,0,6,0,0,0,4,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,25
BIOL,244,E02,Human Anatomy & Physiology II,COL,0,24,0,12,0,13,0,23,0,12,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,7,1,110
BIOL,244,E03,Human Anatomy & Physiology II,COL,0,158,0,18,0,32,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
BIOL,244,Z1B,Human Anatomy & Physiology II,COL,0,4,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16
BIOL,244L,E01,Human Anatomy & Physiology Lab,COL,0,18,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,244L,E02,Human Anatomy & Physiology Lab,COL,0,19,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,244L,E03,Human Anatomy & Physiology Lab,COL,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,244L,E05,Human Anatomy & Physiology Lab,COL,0,7,0,3,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16
BIOL,244L,E06,Human Anatomy & Physiology Lab,COL,0,13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BIOL,244L,E07,Human Anatomy & Physiology Lab,COL,0,6,0,6,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BIOL,244L,E08,Human Anatomy & Physiology Lab,COL,0,14,0,5,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,244L,E09,Human Anatomy & Physiology Lab,COL,0,12,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
BIOL,244L,E10,Human Anatomy & Physiology Lab,COL,0,16,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,244L,E11,Human Anatomy & Physiology Lab,COL,0,13,0,4,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,244L,E12,Human Anatomy & Physiology Lab,COL,0,16,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,244L,E13,Human Anatomy & Physiology Lab,COL,0,10,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
BIOL,244L,E14,Human Anatomy & Physiology Lab,COL,0,20,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
BIOL,244L,E15,Human Anatomy & Physiology Lab,COL,0,17,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
BIOL,244L,E16,Human Anatomy & Physiology Lab,COL,0,21,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
BIOL,244L,E17,Human Anatomy & Physiology Lab,COL,0,19,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,244L,Z1B,Human Anatomy & Physiology Lab,COL,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
BIOL,250,001,Microbiology,COL,0,35,0,40,0,16,0,17,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
BIOL,250,002,Microbiology,COL,0,7,0,16,0,6,0,11,0,13,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58
BIOL,250L,001,Microbiology Laboratory,COL,0,7,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
BIOL,250L,002,Microbiology Laboratory,COL,0,13,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,250L,003,Microbiology Laboratory,COL,0,8,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
BIOL,250L,010,Microbiology Laboratory,COL,0,16,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23
BIOL,270,E01,Intro to Environmental Biology,COL,0,19,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,26
BIOL,301,001,Ecology and Evolution,COL,0,28,0,16,0,10,0,3,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64
BIOL,301,002,Ecology and Evolution,COL,0,12,0,8,0,9,0,3,0,4,0,2,0,2,0,9,0,1,0,0,0,0,0,0,0,0,2,0,52
BIOL,301,003,Ecology and Evolution,COL,0,17,0,16,0,3,0,15,0,3,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,0,6,0,81
BIOL,301L,001,Ecology and Evolution Lab,COL,0,4,0,2,0,6,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19
BIOL,301L,002,Ecology and Evolution Lab,COL,0,12,0,4,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,301L,003,Ecology and Evolution Lab,COL,0,9,0,4,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,22
BIOL,301L,004,Ecology and Evolution Lab,COL,0,4,0,4,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
BIOL,301L,005,Ecology and Evolution Lab,COL,0,8,0,4,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,23
BIOL,301L,006,Ecology and Evolution Lab,COL,0,12,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,301L,007,Ecology and Evolution Lab,COL,0,8,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14
BIOL,301L,008,Ecology and Evolution Lab,COL,0,19,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,302,001,Cell and Molecular Biology,COL,0,80,0,28,0,9,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125
BIOL,302,002,Cell and Molecular Biology,COL,0,7,0,9,0,6,0,3,0,6,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39
BIOL,302,003,Cell and Molecular Biology,COL,0,44,0,27,0,6,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,88
BIOL,302,H01,Cell and Molecular Biology,COL,0,14,0,4,0,4,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,30
BIOL,302L,001,Cell & Molecular Biol Lab,COL,0,15,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
BIOL,302L,002,Cell & Molecular Biol Lab,COL,0,10,0,5,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,22
BIOL,302L,003,Cell & Molecular Biol Lab,COL,0,15,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,21
BIOL,302L,005,Cell & Molecular Biol Lab,COL,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BIOL,302L,006,Cell & Molecular Biol Lab,COL,0,19,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,302L,007,Cell & Molecular Biol Lab,COL,0,11,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20
BIOL,302L,009,Cell & Molecular Biol Lab,COL,0,6,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,18
BIOL,302L,010,Cell & Molecular Biol Lab,COL,0,17,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,302L,011,Cell & Molecular Biol Lab,COL,0,7,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
BIOL,303,001,Fundamental Genetics,COL,0,42,0,15,0,6,0,15,0,6,0,1,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,94
BIOL,303,002,Fundamental Genetics,COL,0,34,0,12,0,14,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76
BIOL,303,003,Fundamental Genetics,COL,0,29,0,25,0,29,0,15,0,19,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,124
BIOL,398,002,Laboratory Teaching Experience,COL,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
BIOL,405,001,Cell & Molecular Neurobiology,COL,0,32,0,5,0,6,0,7,0,4,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,69
BIOL,415,001,Comparative Vertebrate,COL,0,10,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,18
BIOL,415,002,Comparative Vertebrate,COL,0,10,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19
BIOL,415,003,Comparative Vertebrate,COL,0,10,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BIOL,415,004,Comparative Vertebrate,COL,0,6,0,6,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
BIOL,420,E01,Survey of the Plant Kingdom,COL,0,40,0,36,0,8,0,17,0,6,0,2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,119
BIOL,425,001,Plant Form and Function,COL,0,0,0,6,0,3,0,9,0,7,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,31
BIOL,425L,001,Plant Form and Function Lab,COL,0,2,0,6,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14
BIOL,425L,002,Plant Form and Function Lab,COL,0,5,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
BIOL,460,001,General Physiology,COL,0,134,0,24,0,25,0,5,0,9,0,2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,205
BIOL,460L,001,General Physiology Lab,COL,0,21,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,460L,002,General Physiology Lab,COL,0,18,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,460L,003,General Physiology Lab,COL,0,15,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,460L,004,General Physiology Lab,COL,0,13,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
BIOL,460L,005,General Physiology Lab,COL,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BIOL,505,001,Developmental Biology,COL,0,10,0,9,0,1,0,5,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32
BIOL,527,001,The Spring Flora,COL,2,4,0,4,0,1,0,2,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,24
BIOL,530,J10,Histology,COL,0,25,0,10,0,7,0,13,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,83
BIOL,536,001,Ichthyology,COL,0,9,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BIOL,537,E01,Aquaculture,COL,0,6,0,6,0,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22
BIOL,541,001,Biochemistry,COL,0,3,0,6,0,4,0,4,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8,0,33
BIOL,541,002,Biochemistry,COL,0,9,0,5,0,7,0,3,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
BIOL,541,003,Biochemistry,COL,0,13,0,7,0,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,30
BIOL,541L,001,Biochemistry Laboratory,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,541L,002,Biochemistry Laboratory,COL,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,541L,004,Biochemistry Laboratory,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,541L,005,Biochemistry Laboratory,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,541L,006,Biochemistry Laboratory,COL,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
BIOL,545,001,Biochemistry/Molecular Biol I,COL,0,10,0,4,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20
BIOL,546,001,Biochemistry/Molecular Biol II,COL,0,11,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BIOL,550,001,Bacteriology,COL,0,23,0,25,0,6,0,15,0,2,0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,79
BIOL,550L,003,Bacteriology Laboratory,COL,0,19,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
BIOL,550L,004,Bacteriology Laboratory,COL,0,15,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
BIOL,571,001,Conservation Biology,COL,0,12,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BIOL,599,004,Topics in Biology,COL,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BIOL,610,001,Hallmarks of Cancer,COL,0,36,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49
BIOL,625,001,Medical Mycology,COL,0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
BIOL,634,001,Biol of Neurological Diseases,COL,0,18,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26
BIOL,635,001,Neurobiology,COL,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BIOL,653,001,Bioinformatics,COL,0,16,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,24
BIOL,667,001,Molec & Gen Mechnsms Dis Patho,COL,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
BIOL,714,001,Advanced Cell Biology,COL,1,4,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
BIOS,700,001,Intro to Biostatistics,COL,1,7,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BIOS,755,001,Intro to Longtdnl Data Anlysis,COL,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
BIOS,757,001,Intermediate Biometrics,COL,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
BIOS,757,J50,Intermediate Biometrics,COL,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11
BMEN,211,001,Math Modeling Biomed Engr,COL,0,5,0,3,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,25
BMEN,211,002,Math Modeling Biomed Engr,COL,0,2,0,5,0,4,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,21
BMEN,211,003,Math Modeling Biomed Engr,COL,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
BMEN,260,001,Introduction to Biomechanics,COL,0,0,0,3,0,0,0,2,0,1,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,15
BMEN,260,002,Introduction to Biomechanics,COL,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,11
BMEN,260,003,Introduction to Biomechanics,COL,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,13
BMEN,260,H01,Introduction to Biomechanics,COL,0,5,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
BMEN,260,H02,Introduction to Biomechanics,COL,0,5,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
BMEN,290,001,Thermodynamics Biomolecular Sy,COL,0,3,0,6,0,1,0,7,0,6,0,2,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,32
BMEN,290,002,Thermodynamics Biomolecular Sy,COL,0,4,0,3,0,4,0,5,0,1,0,7,0,5,0,8,0,0,0,0,0,0,0,0,0,0,3,0,40
BMEN,303,001,Prof Dev & Ethics in BMEN III,COL,0,47,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,53
BMEN,345,001,Human Anat & Physio BMEN Eng,COL,0,19,0,5,0,20,0,2,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53
BMEN,354,001,Biotransport,COL,0,10,0,12,0,13,0,3,0,8,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,54
BMEN,361,001,Biomedical Instrumentation,COL,0,2,0,3,0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BMEN,361,002,Biomedical Instrumentation,COL,0,5,0,2,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BMEN,361,003,Biomedical Instrumentation,COL,0,3,0,5,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
BMEN,361,004,Biomedical Instrumentation,COL,0,0,0,5,0,1,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BMEN,428,001,Sr Biomed Engr Design II,COL,0,43,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
BMEN,546,001,Delivery of Bioactive Agents,COL,0,16,0,2,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28
BMEN,572,001,Tissue Engineering,COL,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BMEN,589,001,Topics: Biomed Engr,COL,0,10,0,11,0,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38
BMEN,589,002,Topics: Biomed Engr,COL,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BMEN,795,001,Biomed Engineering Literature,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15
BMSC,740,001,Human Anatomy for Hlth Sci,COL,0,7,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BMSC,745,001,Clinical Med-Med Interviewing,COL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BMSC,753,001,Phys Assistant Prof Prac,COL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
BMSC,801,001,Seminar in Biomedical Science,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23
BMSC,D602,001,Molecular Medicine,COL,0,27,0,25,0,25,0,5,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97
CHEM,102,001,Fundamental Chemistry II,COL,0,6,0,3,0,2,0,2,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23
CHEM,102,002,Fundamental Chemistry II,COL,0,1,0,6,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,18
CHEM,105,001,Chemistry and Modern Society I,COL,0,186,0,25,0,21,0,11,0,16,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,271
CHEM,105,S01,Chemistry and Modern Society I,COL,0,43,0,3,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51
CHEM,107,E01,Forensic Chemistry,COL,0,5,0,6,0,4,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
CHEM,107,E02,Forensic Chemistry,COL,0,10,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,107,E03,Forensic Chemistry,COL,0,4,0,7,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,107,H01,Forensic Chemistry,COL,0,15,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
CHEM,111,001,General Chemistry I,COL,0,41,0,46,0,41,0,30,0,50,0,9,0,5,0,19,0,0,0,0,0,0,0,0,0,0,7,0,248
CHEM,111,002,General Chemistry I,COL,0,56,0,40,0,35,0,66,0,23,0,6,0,0,0,14,0,5,1,0,0,0,0,0,0,0,4,0,250
CHEM,111,003,General Chemistry I,COL,0,49,0,35,0,35,0,41,0,29,0,24,0,0,0,13,0,4,1,0,0,0,0,0,0,0,8,0,239
CHEM,111L,001,General Chemistry I Lab,COL,0,20,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
CHEM,111L,002,General Chemistry I Lab,COL,0,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
CHEM,111L,003,General Chemistry I Lab,COL,0,16,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
CHEM,111L,004,General Chemistry I Lab,COL,0,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
CHEM,111L,005,General Chemistry I Lab,COL,0,17,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,006,General Chemistry I Lab,COL,0,18,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24
CHEM,111L,007,General Chemistry I Lab,COL,0,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,008,General Chemistry I Lab,COL,0,18,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,24
CHEM,111L,009,General Chemistry I Lab,COL,0,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
CHEM,111L,010,General Chemistry I Lab,COL,0,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,011,General Chemistry I Lab,COL,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,012,General Chemistry I Lab,COL,0,19,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,013,General Chemistry I Lab,COL,0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,014,General Chemistry I Lab,COL,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
CHEM,111L,015,General Chemistry I Lab,COL,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,24
CHEM,111L,016,General Chemistry I Lab,COL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,017,General Chemistry I Lab,COL,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
CHEM,111L,018,General Chemistry I Lab,COL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
CHEM,111L,019,General Chemistry I Lab,COL,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
CHEM,111L,020,General Chemistry I Lab,COL,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
