SUBJECT,COURSE_NUMBER,COURSE_SECTION_NUMBER,TITLE,CAMPUS,AUDIT,A,A_GF,B,B_GF,B+,B+_GF,C,C_GF,C+,C+_GF,D,D_GF,D+,D+_GF,F,F_GF,FN,Incomplete,IP,No Grade,NR,S,T,U,UN,W,WF,Num Grades Posted
IBUS,301,003,Intro to Intl Business,COL,0,14,0,7,0,3,0,5,0,6,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
IBUS,301,300,Intro to Intl Business,COL,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38
IBUS,310,001,Globalization and Business,COL,0,7,0,4,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19
IBUS,401,001,Intl Financial Management,COL,0,23,0,14,0,12,0,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56
IBUS,401,002,Intl Financial Management,COL,0,33,0,10,0,7,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56
IBUS,401,003,Intl Financial Management,COL,0,12,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
IBUS,401,004,Intl Financial Management,COL,0,7,0,6,0,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
IBUS,401,005,Intl Financial Management,COL,0,8,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
IBUS,402,001,International Marketing,COL,0,13,0,15,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
IBUS,402,002,International Marketing,COL,0,12,0,19,0,8,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46
IBUS,423,800,Cross-Cultural Beh & Negtns,COL,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
IBUS,425,002,Comp Strategies Dev Countries,COL,0,18,0,5,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30
IBUS,427,001,Global Stakeholder Management,COL,0,6,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
IBUS,428,001,Islamic Economics & Finance,COL,0,5,0,8,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
IBUS,490,002,Spec Study in Intl Business,COL,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
IBUS,490,003,Spec Study in Intl Business,COL,0,11,0,2,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19
IBUS,490,004,Spec Study in Intl Business,COL,0,5,0,6,0,2,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23
IBUS,490,006,Spec Study in Intl Business,COL,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16
IBUS,543,800,Business in Europe,COL,0,16,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
IBUS,544,001,Business in Africa,COL,0,10,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
IBUS,704,001,Comp Corp Governance,COL,0,22,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
IBUS,708,001,Intl Business Legl Environment,COL,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
IBUS,709,M00,Intl Intellectual Prop Mgmt,COL,0,14,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26
IBUS,710,001,Global Stakeholder Management,COL,0,6,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
IBUS,711,001,Global Corporate Valuation,COL,0,4,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
IBUS,734,850,Intl Business Negotiations,COL,0,11,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
IBUS,750,001,Exploring Global Business,COL,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
IBUS,750,002,Exploring Global Business,COL,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
IBUS,790,001,Spec Study in Intl Business,COL,0,13,0,6,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
IDST,497,J10,Senior Seminar,COL,0,7,0,9,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,24
INTL,501,001,Study Abroad - USC Exchange,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,1,0,175
INTL,501,004,Study Abroad - USC Exchange,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25
INTL,502,001,Study Abroad - Non-USC Program,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,262
INTL,503,001,Study Abroad-Another US Inst,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,91
ITAL,121,001,Elementary Italian,COL,0,16,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25
ITAL,121,002,Elementary Italian,COL,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ITAL,121,E01,Elementary Italian,COL,0,6,0,3,0,4,0,2,0,2,0,3,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,25
ITAL,121,E1A,Elementary Italian,COL,0,21,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
ITAL,122,003,Basic Proficiency in Italian,COL,0,7,0,2,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
ITAL,122,006,Basic Proficiency in Italian,COL,0,11,0,1,0,5,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23
ITAL,122,E01,Basic Proficiency in Italian,COL,0,8,0,6,0,2,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,24
ITAL,122,E02,Basic Proficiency in Italian,COL,0,7,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,16
ITAL,122,E03,Basic Proficiency in Italian,COL,0,5,0,6,0,1,0,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23
ITAL,122,E07,Basic Proficiency in Italian,COL,0,2,0,2,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
ITAL,122,E08,Basic Proficiency in Italian,COL,0,3,0,6,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
ITAL,122,E1B,Basic Proficiency in Italian,COL,0,16,0,1,0,5,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26
ITAL,222,001,Interm Proficiency/Italian II,COL,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
ITAL,311,E01,Writing in Italian,COL,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
ITAL,398,001,Selected Topics,COL,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ITEC,101,001,Thriving in the Tech Age,COL,0,23,0,3,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
ITEC,233,001,Intro to Comp Hardware & Softw,COL,0,25,0,8,0,2,0,4,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44
ITEC,242,001,Business Communications,COL,0,9,0,11,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
ITEC,242,002,Business Communications,COL,0,12,0,9,0,2,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
ITEC,242,003,Business Communications,COL,0,12,0,9,0,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
ITEC,242,004,Business Communications,COL,0,13,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31
ITEC,242,005,Business Communications,COL,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
ITEC,242,006,Business Communications,COL,0,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
ITEC,242,007,Business Communications,COL,0,26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
ITEC,242,008,Business Communications,COL,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
ITEC,245,001,Introduction to Networking,COL,0,11,0,5,0,2,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ITEC,245,002,Introduction to Networking,COL,0,4,0,13,0,1,0,3,0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30
ITEC,264,J10,Comp Applications in Busn I,COL,0,118,0,35,0,14,0,24,0,10,0,6,0,2,0,8,0,0,0,0,0,0,0,0,0,0,7,0,224
ITEC,264,JA0,Comp Applications in Busn I,COL,0,121,0,45,0,6,0,13,0,5,0,7,0,2,0,9,0,1,0,0,0,0,0,0,0,0,19,0,228
ITEC,265,001,Comp Apps in Business II,COL,0,18,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
ITEC,265,002,Comp Apps in Business II,COL,0,20,0,3,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
ITEC,301,001,Prof Internship Seminar,COL,0,52,0,5,0,6,0,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,73
ITEC,352,001,Software Design,COL,0,15,0,6,0,6,0,4,0,6,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,44
ITEC,362,001,Web-Based Support Systems,COL,0,21,0,4,0,4,0,2,0,3,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,40
ITEC,370,001,Database Systms in Info Tech,COL,0,11,0,8,0,2,0,6,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31
ITEC,444,001,Intro to Human Computer Int,COL,0,7,0,3,0,2,0,2,0,4,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2,1,30
ITEC,445,001,Advanced Networking,COL,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33
ITEC,447,001,Management of Info. Tech.,COL,0,19,0,7,0,7,0,4,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44
ITEC,493,001,IT Security for Managers,COL,0,13,0,5,0,4,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29
ITEC,544,001,Training Systems,COL,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30
ITEC,545,001,Telecommunications,COL,0,24,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
ITEC,560,001,Anlys/Appl. Proj. Mgmt. Sftwre,COL,0,22,0,5,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31
ITEC,564,001,Project Mgmt. For Info. Sys.,COL,0,13,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
ITEC,564,002,Project Mgmt. For Info. Sys.,COL,0,8,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
ITEC,590,001,Topics/ITEC,COL,0,5,0,7,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
ITEC,748,001,Internship in Hlth Info Tech,COL,0,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14
ITEC,764,J50,Proj Mgmt Health Information,COL,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
ITEC,775,001,Large-Scale Hlth Info Systems,COL,0,8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
JAPA,121,001,Elementary Japanese,COL,0,12,0,2,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
JAPA,122,002,Basic Proficiency in Japanese,COL,0,1,0,8,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14
JAPA,122,003,Basic Proficiency in Japanese,COL,0,5,0,3,0,3,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,21
JAPA,122,004,Basic Proficiency in Japanese,COL,0,9,0,2,0,1,0,0,0,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,21
JAPA,222,001,Intermediate Japanese II,COL,0,9,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
JAPA,222,002,Intermediate Japanese II,COL,0,11,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
JAPA,224,001,Reading and Writing Japanese,COL,0,8,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,19
JAPA,340,001,Intro to Japanese Cult & Lit,COL,0,14,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
JAPA,353,001,Japanese Cult/Socty Animation,COL,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
JAPA,353,H10,Japanese Cult/Socty Animation,COL,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
JOUR,101,002,Media and Society,COL,0,72,0,18,0,20,0,5,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,127
JOUR,101,J10,Media and Society,COL,0,50,0,34,0,27,0,9,0,14,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,145
JOUR,201,001,Principles of Public Relations,COL,0,72,0,56,0,41,0,11,0,8,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,1,199
JOUR,202,001,Princ Advertising & Brand Comm,COL,0,64,0,4,0,9,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,85
JOUR,203,001,Principles of Visual Comm,COL,0,32,0,30,0,16,0,7,0,8,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,102
JOUR,203,002,Principles of Visual Comm,COL,0,31,0,34,0,11,0,13,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,100
JOUR,203,003,Principles of Visual Comm,COL,0,12,0,22,0,9,0,7,0,8,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,69
JOUR,204,001,Principles of Journalism,COL,0,65,0,29,0,20,0,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127
JOUR,220,001,Acct Planning: Mining Insights,COL,0,5,0,4,0,8,0,5,0,4,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35
JOUR,291,001,Writing for Mass Communication,COL,0,7,0,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,002,Writing for Mass Communication,COL,0,9,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,003,Writing for Mass Communication,COL,0,12,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,291,004,Writing for Mass Communication,COL,0,3,0,4,0,3,0,2,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,005,Writing for Mass Communication,COL,0,1,0,4,0,2,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,291,006,Writing for Mass Communication,COL,0,9,0,2,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,007,Writing for Mass Communication,COL,0,15,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,008,Writing for Mass Communication,COL,0,2,0,5,0,1,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
JOUR,291,009,Writing for Mass Communication,COL,0,6,0,7,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,291,011,Writing for Mass Communication,COL,0,5,0,1,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
JOUR,291,013,Writing for Mass Communication,COL,0,6,0,4,0,3,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,291,014,Writing for Mass Communication,COL,0,2,0,9,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,303,001,Law and Ethics of Mass Comm,COL,0,15,0,23,0,14,0,13,0,19,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,90
JOUR,303,002,Law and Ethics of Mass Comm,COL,0,8,0,13,0,6,0,11,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,53
JOUR,303,003,Law and Ethics of Mass Comm,COL,0,8,0,19,0,17,0,17,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,90
JOUR,303,004,Law and Ethics of Mass Comm,COL,0,11,0,13,0,27,0,10,0,12,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,81
JOUR,306,001,Theories of Mass Communication,COL,0,10,0,11,0,9,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
JOUR,306,002,Theories of Mass Communication,COL,0,11,0,12,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
JOUR,311,001,"Minorities, Women & Mass Media",COL,0,27,0,23,0,12,0,16,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,86
JOUR,316,001,Toolkit for Brand Comm,COL,0,7,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
JOUR,316,002,Toolkit for Brand Comm,COL,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,316L,001,Toolkit for Brand Comm Lab,COL,0,1,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,316L,002,Toolkit for Brand Comm Lab,COL,0,9,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
JOUR,329,001,Focused Look - Brand Comm,COL,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
JOUR,329,002,Focused Look - Brand Comm,COL,0,9,0,1,0,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26
JOUR,330,001,Advert & Brand Comm Speakers,COL,0,11,0,2,0,6,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
JOUR,332,001,Mass Communications Research,COL,0,19,0,3,0,6,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35
JOUR,332,002,Mass Communications Research,COL,0,9,0,22,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
JOUR,332,003,Mass Communications Research,COL,0,6,0,6,0,9,0,5,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35
JOUR,332,004,Mass Communications Research,COL,0,22,0,6,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34
JOUR,332,005,Mass Communications Research,COL,0,9,0,4,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
JOUR,332,006,Mass Communications Research,COL,0,9,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
JOUR,333,001,Public Relations for NonProfit,COL,0,29,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33
JOUR,346,001,Graphics for Vis Communication,COL,0,4,0,9,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19
JOUR,346,002,Graphics for Vis Communication,COL,0,6,0,5,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,347,001,Photovisual Communications I,COL,0,3,0,6,0,1,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,20
JOUR,347,002,Photovisual Communications I,COL,0,5,0,8,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,361,001,Intro Reporting & Writing,COL,0,8,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
JOUR,361,002,Intro Reporting & Writing,COL,0,8,0,3,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
JOUR,361,003,Intro Reporting & Writing,COL,0,13,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
JOUR,361,004,Intro Reporting & Writing,COL,0,9,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
JOUR,362,001,Editing,COL,0,5,0,5,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,416,001,Creative:Strategy to Execution,COL,0,5,0,4,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
JOUR,421,001,Media Analysis,COL,0,9,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
JOUR,428,001,Super Bowl Commercials,COL,0,42,0,15,0,24,0,2,0,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,99
JOUR,436,001,Public Relations Writing,COL,0,10,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,436,002,Public Relations Writing,COL,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
JOUR,436,003,Public Relations Writing,COL,0,9,0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,436,004,Public Relations Writing,COL,0,11,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
JOUR,436,005,Public Relations Writing,COL,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
JOUR,437,001,Adv Public Relations Writing,COL,0,9,0,3,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,437,002,Adv Public Relations Writing,COL,0,14,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
JOUR,446,001,Informational Graphics,COL,0,9,0,3,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
JOUR,447,001,Photo Comm II: Adv Photo,COL,0,7,0,5,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22
JOUR,448,001,Photo Comm III:Video Mass Comm,COL,0,7,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
JOUR,449,001,Design of Online Content,COL,0,4,0,6,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,450,001,Studio and Location Lighting,COL,0,3,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12
JOUR,471,001,Intermediate Reporting & Prodc,COL,0,4,0,3,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
JOUR,471,002,Intermediate Reporting & Prodc,COL,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
JOUR,499,001,Special Topics,COL,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,499,002,Special Topics,COL,0,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
JOUR,499,003,Special Topics,COL,0,14,0,6,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
JOUR,499,004,Special Topics,COL,0,15,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
JOUR,499,008,Special Topics,COL,0,13,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
JOUR,499,009,Special Topics,COL,0,8,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
JOUR,499,010,Special Topics,COL,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
JOUR,501,001,Freedom/Resp/Ethics Mass Media,COL,0,14,0,17,0,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40
JOUR,501,002,Freedom/Resp/Ethics Mass Media,COL,0,14,0,13,0,3,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39
JOUR,506,001,Mass Media Criticism,COL,0,8,0,11,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32
